unit,cycle,anomaly_score,health_score,health_status
23,146,0.0043859150742588,46.07,WARNING
23,147,-0.0421119941203187,66.92,WARNING
23,148,-0.0243038193176592,58.94,WARNING
23,149,-0.0012923387869369,48.62,WARNING
23,150,0.0471102164399035,26.91,CRITICAL
23,151,-0.0133730500829957,54.03,WARNING
23,152,-0.0030566082531246,49.41,WARNING
23,153,0.011143631607964,43.04,WARNING
23,154,0.0048025059548472,45.88,WARNING
23,155,-0.0262622806341036,59.81,WARNING
23,156,0.0073973508969868,44.72,WARNING
23,157,0.0499986674698545,25.62,CRITICAL
23,158,0.0180427207619469,39.95,CRITICAL
23,159,0.0470895045000625,26.92,CRITICAL
23,160,0.0214189686952023,38.43,CRITICAL
23,161,0.0364909477306051,31.67,CRITICAL
23,162,0.0705330098541047,16.41,CRITICAL
23,163,0.0394040555774996,30.37,CRITICAL
23,164,0.0509665900072323,25.18,CRITICAL
23,165,0.0541005930914041,23.78,CRITICAL
23,166,0.0809418420713123,11.74,CRITICAL
23,167,0.0892008262008234,8.04,CRITICAL
23,168,0.1040698817847686,1.37,CRITICAL
24,1,-0.0626011889373187,76.11,NORMAL
24,2,-0.0563295040411481,73.3,NORMAL
24,3,-0.0638677772496471,76.68,NORMAL
24,4,-0.0721228349070968,80.38,NORMAL
24,5,-0.0764122577673943,82.3,NORMAL
24,6,-0.0668407136623455,78.01,NORMAL
24,7,-0.0633441867849174,76.44,NORMAL
24,8,-0.0590636648298615,74.52,NORMAL
24,9,-0.079347111085578,83.62,NORMAL
24,10,-0.0164453074097539,55.41,WARNING
24,11,-0.067884192023073,78.48,NORMAL
24,12,-0.0574110915051591,73.78,NORMAL
24,13,-0.0823112359374237,84.95,NORMAL
24,14,-0.0731849165210577,80.85,NORMAL
24,15,-0.0754272870998246,81.86,NORMAL
24,16,-0.0633558750677076,76.45,NORMAL
24,17,-0.0674614675908367,78.29,NORMAL
24,18,-0.0797862998560922,83.81,NORMAL
24,19,-0.0086711331029619,51.93,WARNING
24,20,-0.0776003991352208,82.83,NORMAL
24,21,-0.0753371788009958,81.82,NORMAL
24,22,-0.0676659962375273,78.38,NORMAL
24,23,-0.0827424566224492,85.14,NORMAL
24,24,-0.0695323341860241,79.22,NORMAL
24,25,-0.0657878253370504,77.54,NORMAL
24,26,-0.0685473525678836,78.78,NORMAL
24,27,-0.0964787835390847,91.3,NORMAL
24,28,-0.0705283922833108,79.66,NORMAL
24,29,-0.0644218550872541,76.93,NORMAL
24,30,-0.0896872275485183,88.25,NORMAL
24,31,-0.0972572035670256,91.65,NORMAL
24,32,-0.0688480439733212,78.91,NORMAL
24,33,-0.0755022796219108,81.89,NORMAL
24,34,-0.0730178254785423,80.78,NORMAL
24,35,-0.0754405553656675,81.87,NORMAL
24,36,-0.084661858158274,86.0,NORMAL
24,37,-0.0522537776943502,71.47,NORMAL
24,38,-0.0881084831013818,87.55,NORMAL
24,39,-0.0843647938092064,85.87,NORMAL
24,40,-0.0571842709442479,73.68,NORMAL
24,41,-0.0719216867482101,80.29,NORMAL
24,42,-0.0738772119652769,81.17,NORMAL
24,43,-0.0729137969321073,80.73,NORMAL
24,44,-0.0487079136835247,69.88,WARNING
24,45,-0.1030105004308664,94.23,NORMAL
24,46,-0.0810324388174946,84.37,NORMAL
24,47,-0.072945997683222,80.75,NORMAL
24,48,-0.0683424948264919,78.68,NORMAL
24,49,-0.0954564122120171,90.84,NORMAL
24,50,-0.0825836379479165,85.07,NORMAL
24,51,-0.0778927847512205,82.97,NORMAL
24,52,-0.0649383410451754,77.16,NORMAL
24,53,-0.100002421512464,92.88,NORMAL
24,54,-0.078936876564927,83.43,NORMAL
24,55,-0.0509127590252418,70.87,NORMAL
24,56,-0.0622579737592312,75.95,NORMAL
24,57,-0.0734831738808565,80.99,NORMAL
24,58,-0.082644525125744,85.1,NORMAL
24,59,-0.0970669646994569,91.56,NORMAL
24,60,-0.0815407456495332,84.6,NORMAL
24,61,-0.0857433451514217,86.49,NORMAL
24,62,-0.1041149304764728,94.72,NORMAL
24,63,-0.0648851410728577,77.13,NORMAL
24,64,-0.0681743671792547,78.61,NORMAL
24,65,-0.106039115431648,95.59,NORMAL
24,66,-0.0806056204498813,84.18,NORMAL
24,67,-0.0853413906907569,86.31,NORMAL
24,68,-0.1019263707482729,93.74,NORMAL
24,69,-0.0877038765771703,87.37,NORMAL
24,70,-0.0480140788086068,69.57,WARNING
24,71,-0.107313823819826,96.16,NORMAL
24,72,-0.0801194651221582,83.96,NORMAL
24,73,-0.0646282910059124,77.02,NORMAL
24,74,-0.1067905455926177,95.92,NORMAL
24,75,-0.0623877998604687,76.01,NORMAL
24,76,-0.0969893764963247,91.53,NORMAL
24,77,-0.0940581399541515,90.21,NORMAL
24,78,-0.0922787138346356,89.42,NORMAL
24,79,-0.0794944061848911,83.68,NORMAL
24,80,-0.0774645261613205,82.77,NORMAL
24,81,-0.0866574962291778,86.9,NORMAL
24,82,-0.0933539238391092,89.9,NORMAL
24,83,-0.0993404322123543,92.58,NORMAL
24,84,-0.1125555663352612,98.51,NORMAL
24,85,-0.0904028687415859,88.58,NORMAL
24,86,-0.1142894758044837,99.29,NORMAL
24,87,-0.1093044601660761,97.05,NORMAL
24,88,-0.0965832965493022,91.35,NORMAL
24,89,-0.0776067379523312,82.84,NORMAL
24,90,-0.0927806518786092,89.64,NORMAL
24,91,-0.0902739511134293,88.52,NORMAL
24,92,-0.0869193063577735,87.01,NORMAL
24,93,-0.0930134082290896,89.75,NORMAL
24,94,-0.1125695040546382,98.52,NORMAL
24,95,-0.0848985567695747,86.11,NORMAL
24,96,-0.1037232283973312,94.55,NORMAL
24,97,-0.1090065423121866,96.92,NORMAL
24,98,-0.0894375723066476,88.14,NORMAL
24,99,-0.0798291266928097,83.83,NORMAL
24,100,-0.1069043370299199,95.98,NORMAL
24,101,-0.1073144119855445,96.16,NORMAL
24,102,-0.09061843071824,88.67,NORMAL
24,103,-0.1121500139890919,98.33,NORMAL
24,104,-0.0889340073921604,87.92,NORMAL
24,105,-0.1109680219508947,97.8,NORMAL
24,106,-0.111219287905274,97.91,NORMAL
24,107,-0.0938927776326263,90.14,NORMAL
24,108,-0.104511355538603,94.9,NORMAL
24,109,-0.0948605479268501,90.57,NORMAL
24,110,-0.0535776469834433,72.06,NORMAL
24,111,-0.0839232644919995,85.67,NORMAL
24,112,-0.062967494372744,76.27,NORMAL
24,113,-0.0554230261587955,72.89,NORMAL
24,114,-0.0861015622524325,86.65,NORMAL
24,115,-0.0845297119717521,85.94,NORMAL
24,116,-0.0473308030469582,69.26,WARNING
24,117,-0.034485048183793,63.5,WARNING
24,118,-0.0822878850944499,84.94,NORMAL
24,119,-0.0984151597579705,92.17,NORMAL
24,120,-0.0788453977316916,83.39,NORMAL
24,121,-0.0427393106991181,67.2,WARNING
24,122,-0.0464379245707519,68.86,WARNING
24,123,-0.0452401225145639,68.32,WARNING
24,124,-0.0417668709988144,66.77,WARNING
24,125,-0.0491698468928254,70.09,NORMAL
24,126,-0.0491763608016512,70.09,NORMAL
24,127,-0.0288021612724941,60.95,WARNING
24,128,-0.0517901907148157,71.26,NORMAL
24,129,-0.0454870040279101,68.43,WARNING
24,130,-0.0601952581778558,75.03,NORMAL
24,131,-0.0535279558496856,72.04,NORMAL
24,132,-0.0300798561919903,61.53,WARNING
24,133,0.0018160828630124,47.22,WARNING
24,134,0.0246032469401201,37.0,CRITICAL
24,135,-0.0007920941397302,48.39,WARNING
24,136,0.005592063577938,45.53,WARNING
24,137,0.0241182225539126,37.22,CRITICAL
24,138,-0.0081737246112407,51.7,WARNING
24,139,0.0091397675975988,43.94,WARNING
24,140,0.0331884052312096,33.16,CRITICAL
24,141,0.0267073044734547,36.06,CRITICAL
24,142,0.081191765401854,11.63,CRITICAL
24,143,0.0863176760714126,9.33,CRITICAL
24,144,0.1229323925433083,0.0,CRITICAL
24,145,0.1013836030191482,2.58,CRITICAL
24,146,0.1091049774951851,0.0,CRITICAL
24,147,0.1146887667342251,0.0,CRITICAL
25,1,-0.0676226087109835,78.36,NORMAL
25,2,-0.0757077329259035,81.99,NORMAL
25,3,-0.0985030555745226,92.21,NORMAL
25,4,-0.0835365356490607,85.5,NORMAL
25,5,-0.0806015312789355,84.18,NORMAL
25,6,-0.0834485909957013,85.46,NORMAL
25,7,-0.0573657995312159,73.76,NORMAL
25,8,-0.0522181760031593,71.45,NORMAL
25,9,-0.0800546741481459,83.94,NORMAL
25,10,-0.102775648475501,94.12,NORMAL
25,11,-0.0710714901618778,79.91,NORMAL
25,12,-0.071499648523414,80.1,NORMAL
25,13,-0.1014600931420288,93.53,NORMAL
25,14,-0.0735317449253053,81.01,NORMAL
25,15,-0.0746789559399669,81.52,NORMAL
25,16,-0.0526811266848426,71.66,NORMAL
25,17,-0.0628138224437716,76.2,NORMAL
25,18,-0.0881955236800446,87.59,NORMAL
25,19,-0.0970144479957565,91.54,NORMAL
25,20,-0.0823253018040816,84.95,NORMAL
25,21,-0.0892774327022746,88.07,NORMAL
25,22,-0.0724147630671004,80.51,NORMAL
25,23,-0.0534506992526352,72.01,NORMAL
25,24,-0.0987176210692285,92.3,NORMAL
25,25,-0.0642259414852474,76.84,NORMAL
25,26,-0.0521450558052033,71.42,NORMAL
25,27,-0.0519418690171024,71.33,NORMAL
25,28,-0.0959182257929184,91.05,NORMAL
25,29,-0.1020634726156923,93.8,NORMAL
25,30,-0.0349109477057809,63.69,WARNING
25,31,-0.090368799319366,88.56,NORMAL
25,32,-0.087909922773634,87.46,NORMAL
25,33,-0.0831895705636824,85.34,NORMAL
25,34,-0.0735206356587862,81.01,NORMAL
25,35,-0.058279129701546,74.17,NORMAL
25,36,-0.098484164129063,92.2,NORMAL
25,37,-0.0739408430925674,81.19,NORMAL
25,38,-0.0787555051970368,83.35,NORMAL
25,39,-0.0542674588269671,72.37,NORMAL
25,40,-0.0718603952016514,80.26,NORMAL
25,41,-0.0766584260180002,82.41,NORMAL
25,42,-0.0881942095186131,87.59,NORMAL
25,43,-0.0990241730504917,92.44,NORMAL
25,44,-0.1005478436823555,93.12,NORMAL
25,45,-0.0953563538473137,90.8,NORMAL
25,46,-0.083927608437681,85.67,NORMAL
25,47,-0.0821885623437448,84.89,NORMAL
25,48,-0.091535582753273,89.08,NORMAL
25,49,-0.0446125118569634,68.04,WARNING
25,50,-0.0823408558699262,84.96,NORMAL
25,51,-0.0713484121583991,80.03,NORMAL
25,52,-0.0867492487408641,86.94,NORMAL
25,53,-0.0678925178606033,78.48,NORMAL
25,54,-0.0797123875153568,83.78,NORMAL
25,55,-0.1065801921338162,95.83,NORMAL
25,56,-0.0824884789920465,85.03,NORMAL
25,57,-0.0615025109004627,75.62,NORMAL
25,58,-0.1123200194273904,98.4,NORMAL
25,59,-0.1038261832775643,94.59,NORMAL
25,60,-0.1000518031547299,92.9,NORMAL
25,61,-0.0777870001470991,82.92,NORMAL
25,62,-0.1021312346862642,93.83,NORMAL
25,63,-0.071447932496301,80.08,NORMAL
25,64,-0.063454661454166,76.49,NORMAL
25,65,-0.0976954189010055,91.85,NORMAL
25,66,-0.0706089959787453,79.7,NORMAL
25,67,-0.1065342343293877,95.81,NORMAL
25,68,-0.0740225546719718,81.23,NORMAL
25,69,-0.0758848862343074,82.07,NORMAL
25,70,-0.0880637239593145,87.53,NORMAL
25,71,-0.0760733340412788,82.15,NORMAL
25,72,-0.0987157500155256,92.3,NORMAL
25,73,-0.0917453420532271,89.18,NORMAL
25,74,-0.0886003994141471,87.77,NORMAL
25,75,-0.0798705479342956,83.85,NORMAL
25,76,-0.1008578827916723,93.26,NORMAL
25,77,-0.105461820730439,95.33,NORMAL
25,78,-0.0987194941994757,92.3,NORMAL
25,79,-0.0695131256987227,79.21,NORMAL
25,80,-0.0639106694008008,76.7,NORMAL
25,81,-0.0706015237815631,79.7,NORMAL
25,82,-0.0685414499944808,78.77,NORMAL
25,83,-0.0566490567821958,73.44,NORMAL
25,84,-0.073726602716206,81.1,NORMAL
25,85,-0.0976323076764217,91.82,NORMAL
25,86,-0.1038443090868362,94.6,NORMAL
25,87,-0.1030552075558303,94.25,NORMAL
25,88,-0.0583498326008717,74.2,NORMAL
25,89,-0.102014688341369,93.78,NORMAL
25,90,-0.1042618761369377,94.79,NORMAL
25,91,-0.1114350361210734,98.01,NORMAL
25,92,-0.1020791587747173,93.81,NORMAL
25,93,-0.0914859962712501,89.06,NORMAL
25,94,-0.0896643165184296,88.24,NORMAL
25,95,-0.1184575102832443,100.0,NORMAL
25,96,-0.1134032139779565,98.89,NORMAL
25,97,-0.1059265247971034,95.54,NORMAL
25,98,-0.0884714025046015,87.71,NORMAL
25,99,-0.0980869841636853,92.02,NORMAL
25,100,-0.0920540925564253,89.32,NORMAL
25,101,-0.1020762281040962,93.81,NORMAL
25,102,-0.0919760517556551,89.28,NORMAL
25,103,-0.0615260988625337,75.63,NORMAL
25,104,-0.1044640429719894,94.88,NORMAL
25,105,-0.0974411650226906,91.73,NORMAL
25,106,-0.0911751407662861,88.92,NORMAL
25,107,-0.0939530644178231,90.17,NORMAL
25,108,-0.0476817871106813,69.42,WARNING
25,109,-0.0737026919972857,81.09,NORMAL
25,110,-0.0996339525656334,92.71,NORMAL
25,111,-0.1060994773368025,95.61,NORMAL
25,112,-0.0904659770897025,88.6,NORMAL
25,113,-0.0807301232050531,84.24,NORMAL
25,114,-0.1093583915028381,97.08,NORMAL
25,115,-0.0682692381748756,78.65,NORMAL
25,116,-0.110580335068719,97.62,NORMAL
25,117,-0.0721413482113574,80.39,NORMAL
25,118,-0.0635553428530141,76.54,NORMAL
25,119,-0.0939650790712691,90.17,NORMAL
25,120,-0.1017138663124431,93.65,NORMAL
25,121,-0.0927593868847684,89.63,NORMAL
25,122,-0.0585853887283033,74.31,NORMAL
25,123,-0.111594724453657,98.08,NORMAL
25,124,-0.0967009684504412,91.4,NORMAL
25,125,-0.0877558131689612,87.39,NORMAL
25,126,-0.0938926983915583,90.14,NORMAL
25,127,-0.0752373974933708,81.78,NORMAL
25,128,-0.1065318582583791,95.81,NORMAL
25,129,-0.0936173529986255,90.02,NORMAL
25,130,-0.087992147279332,87.49,NORMAL
25,131,-0.0912542767607497,88.96,NORMAL
25,132,-0.0835765565253514,85.51,NORMAL
25,133,-0.061610429200913,75.66,NORMAL
25,134,-0.1071760294320343,96.1,NORMAL
25,135,-0.0985320542903009,92.22,NORMAL
25,136,-0.0954605894233096,90.84,NORMAL
25,137,-0.0933660309375747,89.9,NORMAL
25,138,-0.0625405280888971,76.08,NORMAL
25,139,-0.0962406122919397,91.19,NORMAL
25,140,-0.1028174520169819,94.14,NORMAL
25,141,-0.10203954086074,93.79,NORMAL
25,142,-0.0798118159039893,83.83,NORMAL
25,143,-0.1079868378100487,96.46,NORMAL
25,144,-0.0867955039941846,86.96,NORMAL
25,145,-0.0767032986180716,82.43,NORMAL
25,146,-0.0762949690007391,82.25,NORMAL
25,147,-0.1047059417161005,94.99,NORMAL
25,148,-0.1005113662120854,93.11,NORMAL
25,149,-0.0699456331666388,79.4,NORMAL
25,150,-0.0599978988220961,74.94,NORMAL
25,151,-0.0915660318950569,89.1,NORMAL
25,152,-0.0895553088805011,88.2,NORMAL
25,153,-0.0702885059756627,79.56,NORMAL
25,154,-0.0924770914790213,89.51,NORMAL
25,155,-0.0591617364615757,74.57,NORMAL
25,156,-0.082031236321675,84.82,NORMAL
25,157,-0.0964433529275969,91.28,NORMAL
25,158,-0.0838443913786303,85.63,NORMAL
25,159,-0.0833615583914845,85.42,NORMAL
25,160,-0.0924518903158868,89.49,NORMAL
25,161,-0.0948726770780264,90.58,NORMAL
25,162,-0.0846433235990023,85.99,NORMAL
25,163,-0.0849905164035784,86.15,NORMAL
25,164,-0.0769291852068266,82.53,NORMAL
25,165,-0.0750667942162742,81.7,NORMAL
25,166,-0.0318259142120487,62.31,WARNING
25,167,-0.0645938171046802,77.0,NORMAL
25,168,-0.0573500246824934,73.75,NORMAL
25,169,-0.0826340544956451,85.09,NORMAL
25,170,-0.0751089843599087,81.72,NORMAL
25,171,-0.0826931999243564,85.12,NORMAL
25,172,-0.075721524957355,81.99,NORMAL
25,173,-0.0828340082422203,85.18,NORMAL
25,174,-0.080733599839993,84.24,NORMAL
25,175,-0.0610882564866733,75.43,NORMAL
25,176,-0.0869034715642792,87.01,NORMAL
25,177,-0.0186829429098383,56.42,WARNING
25,178,-0.0828555932652563,85.19,NORMAL
25,179,-0.0767258332927979,82.44,NORMAL
25,180,-0.0560696094896199,73.18,NORMAL
25,181,-0.0481031158170309,69.61,WARNING
25,182,-0.0564875062138457,73.37,NORMAL
25,183,-0.07572819071876,82.0,NORMAL
25,184,-0.06583615420242,77.56,NORMAL
25,185,-0.0446281402246012,68.05,WARNING
25,186,-0.0769867430448244,82.56,NORMAL
25,187,-0.0374122513871008,64.81,WARNING
25,188,-0.0475371984343258,69.35,WARNING
25,189,-0.0564621055477934,73.36,NORMAL
25,190,-0.0619135115472989,75.8,NORMAL
25,191,-0.0594888737843214,74.71,NORMAL
25,192,-0.0319757257579351,62.38,WARNING
25,193,-0.0480425901570614,69.58,WARNING
25,194,-0.0501142594974503,70.51,NORMAL
25,195,-0.0404255423814772,66.16,WARNING
25,196,0.007887181485661,44.5,WARNING
25,197,-0.0795326167487245,83.7,NORMAL
25,198,-0.0425555985117341,67.12,WARNING
25,199,-0.0342559790890923,63.4,WARNING
25,200,-0.018454032905796,56.31,WARNING
25,201,-0.013863321368412,54.25,WARNING
25,202,-0.0234542914474152,58.55,WARNING
25,203,-0.0355821873878463,63.99,WARNING
25,204,0.0061421935169325,45.28,WARNING
25,205,-0.0023131968491394,49.07,WARNING
25,206,-0.0424275652210188,67.06,WARNING
25,207,0.0122079408569253,42.56,WARNING
25,208,0.0117636269069429,42.76,WARNING
25,209,0.0002652720682408,47.92,WARNING
25,210,0.0076420474542236,44.61,WARNING
25,211,-0.0052134572527576,50.38,WARNING
25,212,0.0115587936434362,42.85,WARNING
25,213,0.0177535914335356,40.08,WARNING
25,214,0.0149282488354935,41.34,WARNING
25,215,0.0151299944675564,41.25,WARNING
25,216,0.0268536465770364,36.0,CRITICAL
25,217,0.0394053441609442,30.37,CRITICAL
25,218,0.0173814472001855,40.24,WARNING
25,219,0.0301747039137953,34.51,CRITICAL
25,220,0.0344415429065146,32.59,CRITICAL
25,221,0.0192830128185387,39.39,CRITICAL
25,222,0.0600340431246328,21.12,CRITICAL
25,223,0.0481064673139353,26.47,CRITICAL
25,224,0.0886886978405903,8.27,CRITICAL
25,225,0.0588166054794315,21.66,CRITICAL
25,226,0.0502048499462461,25.52,CRITICAL
25,227,0.0791412985461956,12.55,CRITICAL
25,228,0.0990019789546214,3.64,CRITICAL
25,229,0.062536194913792,20.0,CRITICAL
25,230,0.1072166451795317,0.0,CRITICAL
26,1,-0.1095838527113977,97.18,NORMAL
26,2,-0.0969630816609138,91.52,NORMAL
26,3,-0.0861124643631868,86.65,NORMAL
26,4,-0.1090575913734314,96.94,NORMAL
26,5,-0.0768216717311187,82.49,NORMAL
26,6,-0.0845777088709692,85.96,NORMAL
26,7,-0.0767221027903465,82.44,NORMAL
26,8,-0.0787542302332902,83.35,NORMAL
26,9,-0.0713529359300333,80.03,NORMAL
26,10,-0.0551876468665956,72.78,NORMAL
26,11,-0.0960143594117327,91.09,NORMAL
26,12,-0.1066326271137506,95.85,NORMAL
26,13,-0.1009928357925794,93.32,NORMAL
26,14,-0.0791849637600582,83.55,NORMAL
26,15,-0.0805999242252491,84.18,NORMAL
26,16,-0.083813414962291,85.62,NORMAL
26,17,-0.0757198539260592,81.99,NORMAL
26,18,-0.1032860567315571,94.35,NORMAL
26,19,-0.0825765688412943,85.07,NORMAL
26,20,-0.0714919134662015,80.1,NORMAL
26,21,-0.0575727277714908,73.85,NORMAL
26,22,-0.085223398022892,86.25,NORMAL
26,23,-0.0837111208680614,85.57,NORMAL
26,24,-0.0751024041795949,81.71,NORMAL
26,25,-0.1038490499769833,94.61,NORMAL
26,26,-0.0825530761273086,85.06,NORMAL
26,27,-0.0612290568953506,75.49,NORMAL
26,28,-0.1015630474181215,93.58,NORMAL
26,29,-0.0994064004844303,92.61,NORMAL
26,30,-0.1000580623214179,92.91,NORMAL
26,31,-0.0854508057646157,86.36,NORMAL
26,32,-0.116277252048476,100.0,NORMAL
26,33,-0.0533135122499823,71.94,NORMAL
26,34,-0.0698612119146453,79.36,NORMAL
26,35,-0.0346750891036015,63.59,WARNING
26,36,-0.0973327275843143,91.68,NORMAL
26,37,-0.073995801260816,81.22,NORMAL
26,38,-0.0874025372175661,87.23,NORMAL
26,39,-0.0811568480942594,84.43,NORMAL
26,40,-0.0745967224202162,81.49,NORMAL
26,41,-0.0896747421001297,88.25,NORMAL
26,42,-0.1004856503888134,93.1,NORMAL
26,43,-0.0724325840258393,80.52,NORMAL
26,44,-0.0936451485478678,90.03,NORMAL
26,45,-0.075516918335816,81.9,NORMAL
26,46,-0.0679046475858383,78.49,NORMAL
26,47,-0.0658898968688606,77.58,NORMAL
26,48,-0.0870075265435895,87.05,NORMAL
26,49,-0.0953947686000246,90.81,NORMAL
26,50,-0.0882706078505688,87.62,NORMAL
26,51,-0.096682763967467,91.39,NORMAL
26,52,-0.0692069214103884,79.07,NORMAL
26,53,-0.0730010507145276,80.77,NORMAL
26,54,-0.067738370148121,78.41,NORMAL
26,55,-0.0929619672581983,89.72,NORMAL
26,56,-0.0980058014084427,91.98,NORMAL
26,57,-0.0441064749688038,67.82,WARNING
26,58,-0.0970789834745259,91.57,NORMAL
26,59,-0.0849491496820989,86.13,NORMAL
26,60,-0.0725067914099995,80.55,NORMAL
26,61,-0.1056011959382933,95.39,NORMAL
26,62,-0.0574693134649704,73.81,NORMAL
26,63,-0.0761790971279707,82.2,NORMAL
26,64,-0.0877089361935011,87.37,NORMAL
26,65,-0.0641610898541033,76.81,NORMAL
26,66,-0.1012795399668196,93.45,NORMAL
26,67,-0.0953806707943732,90.81,NORMAL
26,68,-0.0953243082419064,90.78,NORMAL
26,69,-0.0917398542829763,89.18,NORMAL
26,70,-0.107237789910249,96.12,NORMAL
26,71,-0.0980774688488538,92.02,NORMAL
26,72,-0.0873525703610236,87.21,NORMAL
26,73,-0.0958374381945111,91.01,NORMAL
26,74,-0.0961784436715945,91.17,NORMAL
26,75,-0.1074159454366841,96.2,NORMAL
26,76,-0.0766329083503167,82.4,NORMAL
26,77,-0.0876790470578477,87.35,NORMAL
26,78,-0.0693682935021037,79.14,NORMAL
26,79,-0.0625640658119196,76.09,NORMAL
26,80,-0.0377344808804565,64.96,WARNING
26,81,-0.0499000519270116,70.41,NORMAL
26,82,-0.0937492219684507,90.08,NORMAL
26,83,-0.0742422970691584,81.33,NORMAL
26,84,-0.0757596234783948,82.01,NORMAL
26,85,-0.0737479475821999,81.11,NORMAL
26,86,-0.1044808803269821,94.89,NORMAL
26,87,-0.0778803214659462,82.96,NORMAL
26,88,-0.0811857779704246,84.44,NORMAL
26,89,-0.0853664150478238,86.32,NORMAL
26,90,-0.0811521180152458,84.43,NORMAL
26,91,-0.0915394874954303,89.09,NORMAL
26,92,-0.0856087098144737,86.43,NORMAL
26,93,-0.0881992178222387,87.59,NORMAL
26,94,-0.0819785461738433,84.8,NORMAL
26,95,-0.0918346883246484,89.22,NORMAL
26,96,-0.0884329535861468,87.69,NORMAL
26,97,-0.0689729568908591,78.97,NORMAL
26,98,-0.097687125456346,91.84,NORMAL
26,99,-0.0978352236077716,91.91,NORMAL
26,100,-0.0821456481699717,84.87,NORMAL
26,101,-0.0955314350667754,90.88,NORMAL
26,102,-0.1033649894448027,94.39,NORMAL
26,103,-0.1071885700432603,96.1,NORMAL
26,104,-0.0978159583578419,91.9,NORMAL
26,105,-0.0832472418187934,85.37,NORMAL
26,106,-0.0879971684248104,87.5,NORMAL
26,107,-0.0718633414008332,80.26,NORMAL
26,108,-0.1090888308271608,96.95,NORMAL
26,109,-0.1039815343542909,94.66,NORMAL
26,110,-0.0700571780506241,79.45,NORMAL
26,111,-0.0926536080016864,89.58,NORMAL
26,112,-0.1079624151910988,96.45,NORMAL
26,113,-0.0893615269211973,88.11,NORMAL
26,114,-0.0645003032592737,76.96,NORMAL
26,115,-0.0928997181969161,89.7,NORMAL
26,116,-0.0762979175732417,82.25,NORMAL
26,117,-0.0995913327879523,92.7,NORMAL
26,118,-0.1145078019721965,99.38,NORMAL
26,119,-0.0995469563602134,92.68,NORMAL
26,120,-0.0740970441054542,81.26,NORMAL
26,121,-0.0567621351999365,73.49,NORMAL
26,122,-0.0739725262279943,81.21,NORMAL
26,123,-0.0862052767981941,86.69,NORMAL
26,124,-0.1033811695484094,94.4,NORMAL
26,125,-0.0631232601373409,76.34,NORMAL
26,126,-0.0865982531278007,86.87,NORMAL
26,127,-0.1157927598224611,99.96,NORMAL
26,128,-0.0907659896664318,88.74,NORMAL
26,129,-0.0993867171589805,92.6,NORMAL
26,130,-0.0895895977500015,88.21,NORMAL
26,131,-0.1140743468605402,99.19,NORMAL
26,132,-0.1038418448397331,94.6,NORMAL
26,133,-0.0487060228216133,69.88,WARNING
26,134,-0.0367583979235623,64.52,WARNING
26,135,-0.0947053382501972,90.5,NORMAL
26,136,-0.0854888258592584,86.37,NORMAL
26,137,-0.0988947789368028,92.38,NORMAL
26,138,-0.0897278892966226,88.27,NORMAL
26,139,-0.0375701168858297,64.88,WARNING
26,140,-0.0522023967134482,71.45,NORMAL
26,141,-0.0703458625789056,79.58,NORMAL
26,142,-0.062073796564081,75.87,NORMAL
26,143,-0.0753227071352774,81.81,NORMAL
26,144,-0.0491913291418326,70.1,NORMAL
26,145,-0.0722820211052348,80.45,NORMAL
26,146,-0.057942120874615,74.02,NORMAL
26,147,-0.0827901917594115,85.16,NORMAL
26,148,-0.050629525946729,70.74,NORMAL
26,149,-0.093836905027214,90.12,NORMAL
26,150,-0.0392469044325348,65.64,WARNING
26,151,-0.0650782122196214,77.22,NORMAL
26,152,-0.0576363380757162,73.88,NORMAL
26,153,-0.0741529351376198,81.29,NORMAL
26,154,-0.0629298416350769,76.26,NORMAL
26,155,-0.0794319949015311,83.66,NORMAL
26,156,-0.0590032570611899,74.5,NORMAL
26,157,-0.0486773986257726,69.87,WARNING
26,158,-0.0765894729396821,82.38,NORMAL
26,159,-0.0189672837863324,56.54,WARNING
26,160,-0.038253801115836,65.19,WARNING
26,161,-0.023122115372658,58.41,WARNING
26,162,-0.0163279662927046,55.36,WARNING
26,163,-0.0366247810659017,64.46,WARNING
26,164,-0.0284017116263063,60.77,WARNING
26,165,-0.0097023716692414,52.39,WARNING
26,166,-0.0456174416151437,68.49,WARNING
26,167,-0.0475457103239288,69.36,WARNING
26,168,-0.0210035309267794,57.46,WARNING
26,169,-0.0361346532951636,64.24,WARNING
26,170,-0.0100289897976819,52.53,WARNING
26,171,-0.0187744622333373,56.46,WARNING
26,172,-0.0177662042651173,56.0,WARNING
26,173,-0.0228545737141345,58.29,WARNING
26,174,-0.0400544539222756,66.0,WARNING
26,175,-0.0380390585003772,65.09,WARNING
26,176,-0.0091824525495372,52.16,WARNING
26,177,-0.0011904640932142,48.57,WARNING
26,178,-0.003717145946363,49.7,WARNING
26,179,0.02527938582664,36.7,CRITICAL
26,180,0.0055301291806852,45.56,WARNING
26,181,0.017702429610696,40.1,WARNING
26,182,-0.0179120484387804,56.07,WARNING
26,183,0.0180688470958814,39.94,CRITICAL
26,184,0.002692737896566,46.83,WARNING
26,185,0.0053102652446456,45.66,WARNING
26,186,0.032337970825895,33.54,CRITICAL
26,187,0.0300048465829684,34.58,CRITICAL
26,188,0.0145177316015493,41.53,WARNING
26,189,0.0046172554211196,45.97,WARNING
26,190,0.005971309319903,45.36,WARNING
